Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,501,Open flowers,2014,4,11,101,2456759,4,2014,4,11,101,2456759,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,501,Open flowers,2014,4,18,108,2456766,3,2014,4,18,108,2456766,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,501,Open flowers,2014,4,24,114,2456772,3,2014,4,24,114,2456772,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,501,Open flowers,2014,5,1,121,2456779,3,2014,5,4,124,2456782,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,502,Pollen release (flowers),2014,3,14,73,2456731,4,2014,3,14,73,2456731,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16005,502,Pollen release (flowers),2014,3,28,87,2456745,7,2014,3,28,87,2456745,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2014,3,3,62,2456720,5,2014,3,3,62,2456720,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2014,3,7,66,2456724,2,2014,3,7,66,2456724,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2014,3,14,73,2456731,4,2014,3,28,87,2456745,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2014,4,5,95,2456753,5,2014,4,5,95,2456753,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2014,4,11,101,2456759,4,2014,4,11,101,2456759,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2014,4,18,108,2456766,3,2014,4,18,108,2456766,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2014,4,24,114,2456772,3,2014,4,24,114,2456772,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,500,Flowers or flower buds,2014,5,1,121,2456779,3,2014,5,4,124,2456782,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,501,Open flowers,2014,3,7,66,2456724,2,2014,3,7,66,2456724,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,501,Open flowers,2014,3,14,73,2456731,4,2014,3,28,87,2456745,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,501,Open flowers,2014,4,5,95,2456753,5,2014,4,5,95,2456753,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,501,Open flowers,2014,4,11,101,2456759,4,2014,4,11,101,2456759,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,501,Open flowers,2014,4,18,108,2456766,3,2014,4,18,108,2456766,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,501,Open flowers,2014,4,24,114,2456772,3,2014,4,24,114,2456772,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,501,Open flowers,2014,5,1,121,2456779,3,2014,5,4,124,2456782,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,502,Pollen release (flowers),2014,3,14,73,2456731,4,2014,3,14,73,2456731,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16006,502,Pollen release (flowers),2014,3,28,87,2456745,7,2014,3,28,87,2456745,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2014,3,3,62,2456720,5,2014,3,3,62,2456720,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2014,3,7,66,2456724,2,2014,3,7,66,2456724,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2014,3,14,73,2456731,4,2014,3,19,78,2456736,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2014,3,24,83,2456741,3,2014,3,28,87,2456745,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2014,4,11,101,2456759,4,2014,4,11,101,2456759,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2014,4,18,108,2456766,3,2014,4,18,108,2456766,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2014,4,24,114,2456772,3,2014,4,24,114,2456772,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,500,Flowers or flower buds,2014,5,1,121,2456779,3,2014,5,4,124,2456782,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,501,Open flowers,2014,3,7,66,2456724,2,2014,3,7,66,2456724,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,501,Open flowers,2014,3,14,73,2456731,4,2014,3,19,78,2456736,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,501,Open flowers,2014,3,24,83,2456741,3,2014,3,28,87,2456745,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,501,Open flowers,2014,4,11,101,2456759,4,2014,4,11,101,2456759,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,501,Open flowers,2014,4,18,108,2456766,3,2014,4,18,108,2456766,3
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,501,Open flowers,2014,4,24,114,2456772,3,2014,4,24,114,2456772,4
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,501,Open flowers,2014,5,1,121,2456779,3,2014,5,4,124,2456782,2
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,502,Pollen release (flowers),2014,3,14,73,2456731,4,2014,3,14,73,2456731,7
6099,34.119007,-118.760071,245,CA,704,Quercus,lobata,valley oak,Plantae,16007,502,Pollen release (flowers),2014,3,28,87,2456745,7,2014,3,28,87,2456745,3
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16382,500,Flowers or flower buds,2014,2,13,44,2456702,10,2014,3,25,84,2456742,9
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16382,501,Open flowers,2014,2,13,44,2456702,4,2014,3,25,84,2456742,9
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16382,502,Pollen release (flowers),2014,2,13,44,2456702,4,2014,3,25,84,2456742,9
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16383,500,Flowers or flower buds,2014,2,20,51,2456709,17,2014,3,25,84,2456742,9
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16383,501,Open flowers,2014,2,20,51,2456709,7,2014,3,25,84,2456742,9
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16383,502,Pollen release (flowers),2014,2,20,51,2456709,7,2014,3,25,84,2456742,9
6213,34.156467,-118.73069,304,CA,705,Quercus,agrifolia,California live oak,Plantae,16384,500,Flowers or flower buds,2014,3,11,70,2456728,5,2014,4,9,99,2456757,8
6213,34.156467,-118.73069,304,CA,705,Quercus,agrifolia,California live oak,Plantae,16384,501,Open flowers,2014,3,11,70,2456728,5,2014,4,9,99,2456757,8
6213,34.156467,-118.73069,304,CA,705,Quercus,agrifolia,California live oak,Plantae,16384,502,Pollen release (flowers),2014,3,11,70,2456728,5,2014,4,9,99,2456757,8
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,500,Flowers or flower buds,2014,1,28,28,2456686,5,2014,1,28,28,2456686,6
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,500,Flowers or flower buds,2014,2,13,44,2456702,10,2014,4,3,93,2456751,6
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,500,Flowers or flower buds,2014,8,26,238,2456896,1,2014,8,26,238,2456896,6
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,501,Open flowers,2014,2,13,44,2456702,4,2014,4,3,93,2456751,6
6213,34.156467,-118.73069,304,CA,704,Quercus,lobata,valley oak,Plantae,16385,502,Pollen release (flowers),2014,2,13,44,2456702,4,2014,4,3,93,2456751,6
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16387,500,Flowers or flower buds,2014,2,20,51,2456709,7,2014,3,25,84,2456742,9
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16387,501,Open flowers,2014,2,26,57,2456715,6,2014,2,26,57,2456715,5
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16387,501,Open flowers,2014,3,5,64,2456722,2,2014,3,25,84,2456742,9
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16387,502,Pollen release (flowers),2014,2,26,57,2456715,6,2014,2,26,57,2456715,5
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16387,502,Pollen release (flowers),2014,3,5,64,2456722,2,2014,3,25,84,2456742,9
6214,34.159077,-118.726082,318,CA,705,Quercus,agrifolia,California live oak,Plantae,16388,500,Flowers or flower buds,2014,3,12,71,2456729,1,2014,4,9,99,2456757,8
6214,34.159077,-118.726082,318,CA,705,Quercus,agrifolia,California live oak,Plantae,16388,501,Open flowers,2014,3,12,71,2456729,1,2014,4,9,99,2456757,8
6214,34.159077,-118.726082,318,CA,705,Quercus,agrifolia,California live oak,Plantae,16388,502,Pollen release (flowers),2014,3,12,71,2456729,1,2014,4,9,99,2456757,8
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16389,500,Flowers or flower buds,2014,2,20,51,2456709,11,2014,3,25,84,2456742,9
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16389,501,Open flowers,2014,2,20,51,2456709,7,2014,3,25,84,2456742,9
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16389,502,Pollen release (flowers),2014,2,20,51,2456709,7,2014,2,26,57,2456715,5
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16389,502,Pollen release (flowers),2014,3,5,64,2456722,2,2014,3,25,84,2456742,9
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16391,500,Flowers or flower buds,2014,2,20,51,2456709,11,2014,4,9,99,2456757,8
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16391,501,Open flowers,2014,2,20,51,2456709,11,2014,4,9,99,2456757,8
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16391,502,Pollen release (flowers),2014,2,20,51,2456709,11,2014,2,26,57,2456715,5
6214,34.159077,-118.726082,318,CA,704,Quercus,lobata,valley oak,Plantae,16391,502,Pollen release (flowers),2014,3,5,64,2456722,2,2014,4,9,99,2456757,8
6215,34.160709,-118.726067,326,CA,704,Quercus,lobata,valley oak,Plantae,16392,500,Flowers or flower buds,2014,2,13,44,2456702,4,2014,4,3,93,2456751,6
6215,34.160709,-118.726067,326,CA,704,Quercus,lobata,valley oak,Plantae,16392,501,Open flowers,2014,2,13,44,2456702,4,2014,4,3,93,2456751,6
6215,34.160709,-118.726067,326,CA,704,Quercus,lobata,valley oak,Plantae,16392,502,Pollen release (flowers),2014,2,13,44,2456702,4,2014,2,26,57,2456715,5
6215,34.160709,-118.726067,326,CA,704,Quercus,lobata,valley oak,Plantae,16392,502,Pollen release (flowers),2014,3,6,65,2456723,3,2014,4,3,93,2456751,6
6216,34.160259,-118.723999,340,CA,704,Quercus,lobata,valley oak,Plantae,16455,500,Flowers or flower buds,2014,2,13,44,2456702,4,2014,3,25,84,2456742,9
6216,34.160259,-118.723999,340,CA,704,Quercus,lobata,valley oak,Plantae,16455,501,Open flowers,2014,2,20,51,2456709,11,2014,3,25,84,2456742,9
6216,34.160259,-118.723999,340,CA,704,Quercus,lobata,valley oak,Plantae,16455,502,Pollen release (flowers),2014,2,20,51,2456709,7,2014,3,25,84,2456742,9
6217,34.16449,-118.723801,330,CA,704,Quercus,lobata,valley oak,Plantae,16456,500,Flowers or flower buds,2014,2,20,51,2456709,7,2014,3,25,84,2456742,9
6217,34.16449,-118.723801,330,CA,704,Quercus,lobata,valley oak,Plantae,16456,501,Open flowers,2014,2,20,51,2456709,7,2014,3,25,84,2456742,9
6217,34.16449,-118.723801,330,CA,704,Quercus,lobata,valley oak,Plantae,16456,502,Pollen release (flowers),2014,2,20,51,2456709,7,2014,3,25,84,2456742,9
6218,34.166229,-118.723579,330,CA,704,Quercus,lobata,valley oak,Plantae,16457,500,Flowers or flower buds,2014,2,13,44,2456702,4,2014,3,25,84,2456742,9
6218,34.166229,-118.723579,330,CA,704,Quercus,lobata,valley oak,Plantae,16457,501,Open flowers,2014,2,13,44,2456702,4,2014,3,25,84,2456742,9
6218,34.166229,-118.723579,330,CA,704,Quercus,lobata,valley oak,Plantae,16457,502,Pollen release (flowers),2014,2,13,44,2456702,4,2014,3,25,84,2456742,9
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16460,500,Flowers or flower buds,2014,3,25,84,2456742,7,2014,4,9,99,2456757,8
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16460,501,Open flowers,2014,4,3,93,2456751,9,2014,4,9,99,2456757,8
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16460,502,Pollen release (flowers),2014,4,3,93,2456751,9,2014,4,9,99,2456757,8
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16461,500,Flowers or flower buds,2014,3,25,84,2456742,7,2014,4,9,99,2456757,8
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16461,501,Open flowers,2014,3,25,84,2456742,7,2014,4,9,99,2456757,8
6220,34.173267,-118.724113,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16461,502,Pollen release (flowers),2014,3,25,84,2456742,7,2014,4,9,99,2456757,8
6221,34.173702,-118.724167,346,CA,704,Quercus,lobata,valley oak,Plantae,16462,500,Flowers or flower buds,2014,2,20,51,2456709,11,2014,3,18,77,2456735,16
6221,34.173702,-118.724167,346,CA,704,Quercus,lobata,valley oak,Plantae,16462,501,Open flowers,2014,2,20,51,2456709,7,2014,3,18,77,2456735,16
6221,34.173702,-118.724167,346,CA,704,Quercus,lobata,valley oak,Plantae,16462,502,Pollen release (flowers),2014,2,20,51,2456709,7,2014,2,20,51,2456709,6
6221,34.173702,-118.724167,346,CA,704,Quercus,lobata,valley oak,Plantae,16462,502,Pollen release (flowers),2014,3,18,77,2456735,7,2014,3,18,77,2456735,16
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16463,500,Flowers or flower buds,2014,3,25,84,2456742,7,2014,4,9,99,2456757,8
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16463,501,Open flowers,2014,4,3,93,2456751,9,2014,4,9,99,2456757,8
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16463,502,Pollen release (flowers),2014,4,9,99,2456757,15,2014,4,9,99,2456757,8
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16464,500,Flowers or flower buds,2014,4,9,99,2456757,6,2014,4,9,99,2456757,8
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16464,501,Open flowers,2014,4,9,99,2456757,6,2014,4,9,99,2456757,8
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16464,502,Pollen release (flowers),2014,4,9,99,2456757,6,2014,4,9,99,2456757,8
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16465,500,Flowers or flower buds,2014,4,3,93,2456751,9,2014,4,9,99,2456757,8
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16465,501,Open flowers,2014,4,9,99,2456757,6,2014,4,9,99,2456757,8
6221,34.173702,-118.724167,346,CA,705,Quercus,agrifolia,California live oak,Plantae,16465,502,Pollen release (flowers),2014,4,9,99,2456757,6,2014,4,9,99,2456757,8
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2014,3,6,65,2456723,4,2014,3,16,75,2456733,2
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2014,3,20,79,2456737,2,2014,3,27,86,2456744,4
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2014,4,10,100,2456758,2,2014,4,10,100,2456758,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2014,4,15,105,2456763,1,2014,4,15,105,2456763,5
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2014,4,24,114,2456772,2,2014,4,24,114,2456772,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2014,5,1,121,2456779,2,2014,5,1,121,2456779,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2014,5,8,128,2456786,2,2014,5,8,128,2456786,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2014,5,15,135,2456793,3,2014,5,15,135,2456793,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,500,Flowers or flower buds,2014,5,22,142,2456800,3,2014,5,22,142,2456800,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,501,Open flowers,2014,3,24,83,2456741,1,2014,3,24,83,2456741,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,501,Open flowers,2014,4,15,105,2456763,1,2014,4,15,105,2456763,5
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17365,501,Open flowers,2014,9,22,265,2456923,5,2014,9,22,265,2456923,7
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17366,500,Flowers or flower buds,2014,3,27,86,2456744,2,2014,3,27,86,2456744,4
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17366,500,Flowers or flower buds,2014,4,4,94,2456752,3,2014,4,4,94,2456752,2
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17366,500,Flowers or flower buds,2014,4,10,100,2456758,2,2014,4,10,100,2456758,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17366,500,Flowers or flower buds,2014,4,24,114,2456772,2,2014,4,24,114,2456772,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17366,500,Flowers or flower buds,2014,5,1,121,2456779,2,2014,5,1,121,2456779,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17366,500,Flowers or flower buds,2014,5,8,128,2456786,2,2014,5,8,128,2456786,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17366,500,Flowers or flower buds,2014,5,15,135,2456793,3,2014,5,15,135,2456793,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17366,500,Flowers or flower buds,2014,5,22,142,2456800,3,2014,5,22,142,2456800,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17367,500,Flowers or flower buds,2014,3,27,86,2456744,2,2014,3,27,86,2456744,4
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17367,500,Flowers or flower buds,2014,4,4,94,2456752,3,2014,4,4,94,2456752,2
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17367,500,Flowers or flower buds,2014,4,10,100,2456758,2,2014,4,10,100,2456758,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17367,500,Flowers or flower buds,2014,4,24,114,2456772,2,2014,4,24,114,2456772,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17367,500,Flowers or flower buds,2014,5,1,121,2456779,2,2014,5,1,121,2456779,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17367,500,Flowers or flower buds,2014,5,8,128,2456786,2,2014,5,8,128,2456786,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17367,500,Flowers or flower buds,2014,5,15,135,2456793,3,2014,5,15,135,2456793,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17367,500,Flowers or flower buds,2014,5,22,142,2456800,3,2014,5,22,142,2456800,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17367,500,Flowers or flower buds,2014,6,10,161,2456819,1,2014,6,10,161,2456819,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17368,500,Flowers or flower buds,2014,3,27,86,2456744,2,2014,3,27,86,2456744,4
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17368,500,Flowers or flower buds,2014,4,4,94,2456752,3,2014,4,4,94,2456752,2
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17368,500,Flowers or flower buds,2014,4,10,100,2456758,2,2014,4,10,100,2456758,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17368,500,Flowers or flower buds,2014,4,24,114,2456772,2,2014,4,24,114,2456772,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17368,500,Flowers or flower buds,2014,5,1,121,2456779,2,2014,5,1,121,2456779,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17368,500,Flowers or flower buds,2014,5,8,128,2456786,2,2014,5,8,128,2456786,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17368,500,Flowers or flower buds,2014,5,15,135,2456793,3,2014,5,15,135,2456793,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17368,500,Flowers or flower buds,2014,5,22,142,2456800,3,2014,5,22,142,2456800,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17368,502,Pollen release (flowers),2014,9,17,260,2456918,2,2014,9,17,260,2456918,5
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17369,500,Flowers or flower buds,2014,3,27,86,2456744,2,2014,3,27,86,2456744,4
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17369,500,Flowers or flower buds,2014,4,4,94,2456752,3,2014,4,4,94,2456752,2
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17369,500,Flowers or flower buds,2014,4,10,100,2456758,2,2014,4,10,100,2456758,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17369,500,Flowers or flower buds,2014,4,24,114,2456772,2,2014,4,24,114,2456772,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17369,500,Flowers or flower buds,2014,5,1,121,2456779,2,2014,5,1,121,2456779,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17369,500,Flowers or flower buds,2014,5,8,128,2456786,2,2014,5,8,128,2456786,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17369,500,Flowers or flower buds,2014,5,15,135,2456793,3,2014,5,15,135,2456793,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17369,500,Flowers or flower buds,2014,5,22,142,2456800,3,2014,5,22,142,2456800,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2014,3,20,79,2456737,2,2014,3,20,79,2456737,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2014,3,27,86,2456744,3,2014,3,27,86,2456744,4
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2014,4,4,94,2456752,3,2014,4,4,94,2456752,2
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2014,4,10,100,2456758,2,2014,4,10,100,2456758,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2014,4,24,114,2456772,3,2014,4,24,114,2456772,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2014,5,1,121,2456779,4,2014,5,1,121,2456779,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2014,5,8,128,2456786,2,2014,5,8,128,2456786,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2014,5,15,135,2456793,4,2014,5,15,135,2456793,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17370,500,Flowers or flower buds,2014,5,22,142,2456800,3,2014,5,22,142,2456800,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17373,500,Flowers or flower buds,2014,3,20,79,2456737,2,2014,3,20,79,2456737,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17373,500,Flowers or flower buds,2014,3,24,83,2456741,1,2014,3,27,86,2456744,4
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17373,500,Flowers or flower buds,2014,4,1,91,2456749,1,2014,4,4,94,2456752,2
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17373,500,Flowers or flower buds,2014,4,8,98,2456756,2,2014,4,10,100,2456758,3
6291,36.491329,-118.824944,520,CA,757,Quercus,douglasii,blue oak,Plantae,17373,500,Flowers or flower buds,2014,4,15,105,2456763,1,2014,4,15,105,2456763,5
